Address_Hex,Address_Dec,Name,Active,Status
0x0573,1395,Ausgang 0x0573,False,Inactive
0x0574,1396,Ausgang 0x0574,False,Inactive
0x0575,1397,Ausgang 0x0575,False,Inactive
0x0576,1398,Ausgang 0x0576,True,ACTIVE
0x0577,1399,Ausgang 0x0577,False,Inactive
0x0578,1400,Ausgang 0x0578,False,Inactive
0x0579,1401,Ausgang 0x0579,False,Inactive
0x057A,1402,Ausgang 0x057A,False,Inactive
0x057B,1403,Ausgang 0x057B,False,Inactive
0x057C,1404,Ausgang 0x057C,False,Inactive
0x057D,1405,Ausgang 0x057D,False,Inactive
0x057E,1406,Ausgang 0x057E,False,Inactive
0x057F,1407,Ausgang 0x057F,False,Inactive
0x0580,1408,Ausgang 0x0580,False,Inactive
0x0581,1409,Ausgang 0x0581,False,Inactive
0x0582,1410,Ausgang 0x0582,False,Inactive
0x0583,1411,Ausgang 0x0583,False,Inactive
0x0584,1412,Ausgang 0x0584,False,Inactive
0x0585,1413,Ausgang 0x0585,False,Inactive
0x0586,1414,Ausgang 0x0586,False,Inactive
0x0587,1415,Ausgang 0x0587,False,Inactive
0x0588,1416,Ausgang 0x0588,False,Inactive
0x0589,1417,Ausgang 0x0589,False,Inactive
0x058A,1418,Ausgang 0x058A,False,Inactive
0x058B,1419,Ausgang 0x058B,False,Inactive
0x058C,1420,Ausgang 0x058C,False,Inactive
0x058D,1421,Ausgang 0x058D,False,Inactive
0x058E,1422,Ausgang 0x058E,False,Inactive
0x058F,1423,Ausgang 0x058F,False,Inactive
0x0590,1424,Ausgang 0x0590,False,Inactive
0x0591,1425,Ausgang 0x0591,False,Inactive
0x0592,1426,Ausgang 0x0592,False,Inactive
0x0593,1427,Ausgang 0x0593,False,Inactive
0x0594,1428,Ausgang 0x0594,False,Inactive
0x0595,1429,Ausgang 0x0595,False,Inactive
0x0596,1430,Ausgang 0x0596,False,Inactive
0x0597,1431,Ausgang 0x0597,False,Inactive
0x0598,1432,Ausgang 0x0598,False,Inactive
0x0599,1433,Ausgang 0x0599,False,Inactive
0x059A,1434,Ausgang 0x059A,False,Inactive
0x059B,1435,Ausgang 0x059B,False,Inactive
0x059C,1436,Ausgang 0x059C,False,Inactive
0x059D,1437,Ausgang 0x059D,False,Inactive
0x059E,1438,Ausgang 0x059E,False,Inactive
0x059F,1439,Ausgang 0x059F,False,Inactive
0x05A0,1440,Ausgang 0x05A0,False,Inactive
0x05A1,1441,Ausgang 0x05A1,False,Inactive
0x05A2,1442,Ausgang 0x05A2,False,Inactive
0x05A3,1443,Ausgang 0x05A3,False,Inactive
0x05A4,1444,Ausgang 0x05A4,False,Inactive
0x05A5,1445,Ausgang 0x05A5,False,Inactive
0x05A6,1446,Ausgang 0x05A6,False,Inactive
0x05A7,1447,Ausgang 0x05A7,False,Inactive
0x05A8,1448,Ausgang 0x05A8,False,Inactive
0x05A9,1449,Ausgang 0x05A9,False,Inactive
0x05AA,1450,Ausgang 0x05AA,False,Inactive
0x05AB,1451,Ausgang 0x05AB,False,Inactive
0x05AC,1452,Ausgang 0x05AC,False,Inactive
0x05AD,1453,Ausgang 0x05AD,False,Inactive
0x05AE,1454,Ausgang 0x05AE,False,Inactive
0x05AF,1455,Ausgang 0x05AF,False,Inactive
0x05B0,1456,Ausgang 0x05B0,False,Inactive
0x05B1,1457,Ausgang 0x05B1,False,Inactive
0x05B2,1458,Ausgang 0x05B2,False,Inactive
0x05B3,1459,Ausgang 0x05B3,False,Inactive
0x05B4,1460,Ausgang 0x05B4,False,Inactive
0x05B5,1461,Ausgang 0x05B5,False,Inactive
0x05B6,1462,Ausgang 0x05B6,False,Inactive
0x05B7,1463,Ausgang 0x05B7,False,Inactive
0x05B8,1464,Ausgang 0x05B8,False,Inactive
0x05B9,1465,Ausgang 0x05B9,False,Inactive
0x05BA,1466,Ausgang 0x05BA,False,Inactive
0x05BB,1467,Ausgang 0x05BB,False,Inactive
0x05BC,1468,Ausgang 0x05BC,False,Inactive
