Address_Hex,Address_Dec,Name,Type,Active,Status
0x0191,401,Eingang 0x0191,comslave,False,Inactive
0x0192,402,Eingang 0x0192,comslave,False,Inactive
0x0193,403,Eingang 0x0193,comslave,False,Inactive
0x0194,404,Eingang 0x0194,comslave,False,Inactive
0x0195,405,Eingang 0x0195,comslave,False,Inactive
0x0196,406,Eingang 0x0196,comslave,False,Inactive
0x0197,407,Eingang 0x0197,comslave,False,Inactive
0x0198,408,Eingang 0x0198,comslave,False,Inactive
0x0199,409,Eingang 0x0199,comslave,False,Inactive
0x019A,410,Eingang 0x019A,comslave,False,Inactive
0x019B,411,Eingang 0x019B,comslave,False,Inactive
0x019C,412,Eingang 0x019C,comslave,False,Inactive
0x019D,413,Eingang 0x019D,comslave,False,Inactive
0x019E,414,Eingang 0x019E,comslave,False,Inactive
0x019F,415,Eingang 0x019F,comslave,False,Inactive
0x01A0,416,Eingang 0x01A0,comslave,False,Inactive
0x01A1,417,Eingang 0x01A1,comslave,False,Inactive
0x01A2,418,Eingang 0x01A2,comslave,False,Inactive
0x01A3,419,Eingang 0x01A3,comslave,False,Inactive
0x01A4,420,Eingang 0x01A4,comslave,False,Inactive
0x01A5,421,Eingang 0x01A5,comslave,False,Inactive
0x01A6,422,Eingang 0x01A6,comslave,False,Inactive
0x01A7,423,Eingang 0x01A7,comslave,False,Inactive
0x01A8,424,Eingang 0x01A8,comslave,False,Inactive
0x01A9,425,Eingang 0x01A9,comslave,False,Inactive
0x01AA,426,Eingang 0x01AA,comslave,False,Inactive
0x01AB,427,Eingang 0x01AB,comslave,False,Inactive
0x01AC,428,Eingang 0x01AC,comslave,False,Inactive
0x01AD,429,Eingang 0x01AD,comslave,False,Inactive
0x01AE,430,Eingang 0x01AE,comslave,False,Inactive
0x01AF,431,Eingang 0x01AF,comslave,False,Inactive
0x01B0,432,Eingang 0x01B0,comslave,False,Inactive
0x01B1,433,Eingang 0x01B1,comslave,False,Inactive
0x01B2,434,Eingang 0x01B2,comslave,False,Inactive
0x01B3,435,Eingang 0x01B3,comslave,False,Inactive
0x01B4,436,Eingang 0x01B4,comslave,False,Inactive
0x01B5,437,Eingang 0x01B5,comslave,False,Inactive
0x01B6,438,Eingang 0x01B6,comslave,False,Inactive
0x01B7,439,Eingang 0x01B7,comslave,False,Inactive
0x01B8,440,Eingang 0x01B8,comslave,False,Inactive
0x01B9,441,Eingang 0x01B9,comslave,False,Inactive
0x01BA,442,Eingang 0x01BA,comslave,False,Inactive
0x01BB,443,Eingang 0x01BB,comslave,False,Inactive
0x01BC,444,Eingang 0x01BC,comslave,False,Inactive
0x01BD,445,Eingang 0x01BD,comslave,False,Inactive
0x01BE,446,Eingang 0x01BE,comslave,False,Inactive
0x01BF,447,Eingang 0x01BF,comslave,False,Inactive
0x01C0,448,Eingang 0x01C0,comslave,False,Inactive
0x01C1,449,Eingang 0x01C1,comslave,False,Inactive
0x01C2,450,Eingang 0x01C2,comslave,False,Inactive
0x01C3,451,Eingang 0x01C3,comslave,False,Inactive
0x01C4,452,Eingang 0x01C4,comslave,False,Inactive
0x01C5,453,Eingang 0x01C5,comslave,False,Inactive
0x01C6,454,Eingang 0x01C6,comslave,False,Inactive
0x01C7,455,Eingang 0x01C7,comslave,False,Inactive
0x01C8,456,Eingang 0x01C8,comslave,False,Inactive
0x01C9,457,Eingang 0x01C9,comslave,False,Inactive
0x01CA,458,Eingang 0x01CA,comslave,False,Inactive
0x01CB,459,Eingang 0x01CB,comslave,False,Inactive
0x01CC,460,Eingang 0x01CC,comslave,False,Inactive
0x01CD,461,Eingang 0x01CD,comslave,False,Inactive
0x01CE,462,Eingang 0x01CE,comslave,False,Inactive
0x01CF,463,Eingang 0x01CF,comslave,False,Inactive
0x01D0,464,Eingang 0x01D0,comslave,False,Inactive
0x01D1,465,Eingang 0x01D1,comslave,False,Inactive
0x01D2,466,Eingang 0x01D2,comslave,False,Inactive
0x01D3,467,Eingang 0x01D3,comslave,False,Inactive
0x01D4,468,Eingang 0x01D4,comslave,False,Inactive
0x01D5,469,Eingang 0x01D5,comslave,False,Inactive
0x01D6,470,Eingang 0x01D6,comslave,False,Inactive
0x01D7,471,Eingang 0x01D7,comslave,False,Inactive
0x01D8,472,Eingang 0x01D8,comslave,False,Inactive
0x01D9,473,Eingang 0x01D9,comslave,False,Inactive
0x01DA,474,Eingang 0x01DA,comslave,False,Inactive
0x01DB,475,Eingang 0x01DB,comslave,False,Inactive
0x01DC,476,Eingang 0x01DC,comslave,False,Inactive
0x01DD,477,Eingang 0x01DD,comslave,False,Inactive
0x01DE,478,Eingang 0x01DE,comslave,False,Inactive
0x01DF,479,Eingang 0x01DF,comslave,False,Inactive
0x01E0,480,Eingang 0x01E0,comslave,False,Inactive
0x01E1,481,Eingang 0x01E1,comslave,False,Inactive
0x01E2,482,Eingang 0x01E2,comslave,False,Inactive
0x01E3,483,Eingang 0x01E3,comslave,False,Inactive
0x01E4,484,Eingang 0x01E4,comslave,False,Inactive
0x01E5,485,Eingang 0x01E5,comslave,False,Inactive
0x01E6,486,Eingang 0x01E6,comslave,False,Inactive
0x01E7,487,Eingang 0x01E7,comslave,False,Inactive
0x01E8,488,Eingang 0x01E8,comslave,False,Inactive
0x01E9,489,Eingang 0x01E9,comslave,False,Inactive
0x01EA,490,Eingang 0x01EA,comslave,False,Inactive
0x01EB,491,Eingang 0x01EB,comslave,False,Inactive
0x01EC,492,Eingang 0x01EC,comslave,False,Inactive
0x01ED,493,Eingang 0x01ED,comslave,False,Inactive
0x01EE,494,Eingang 0x01EE,comslave,False,Inactive
0x01EF,495,Eingang 0x01EF,comslave,False,Inactive
0x01F0,496,Eingang 0x01F0,comslave,False,Inactive
0x01F1,497,Eingang 0x01F1,comslave,False,Inactive
0x01F2,498,Eingang 0x01F2,comslave,False,Inactive
0x01F3,499,Eingang 0x01F3,comslave,False,Inactive
0x01F4,500,Eingang 0x01F4,comslave,False,Inactive
0x01F5,501,Eingang 0x01F5,comslave,False,Inactive
0x01F6,502,Eingang 0x01F6,comslave,False,Inactive
0x01F7,503,Eingang 0x01F7,comslave,False,Inactive
0x01F8,504,Eingang 0x01F8,comslave,False,Inactive
0x01F9,505,Eingang 0x01F9,comslave,False,Inactive
0x01FA,506,Eingang 0x01FA,comslave,False,Inactive
0x01FB,507,Eingang 0x01FB,comslave,False,Inactive
0x01FC,508,Eingang 0x01FC,comslave,False,Inactive
0x01FD,509,Eingang 0x01FD,comslave,False,Inactive
0x01FE,510,Eingang 0x01FE,comslave,False,Inactive
0x01FF,511,Eingang 0x01FF,comslave,False,Inactive
0x0200,512,Eingang 0x0200,comslave,False,Inactive
0x0201,513,Eingang 0x0201,comslave,False,Inactive
0x0202,514,Eingang 0x0202,comslave,False,Inactive
0x0203,515,Eingang 0x0203,comslave,False,Inactive
0x0204,516,Eingang 0x0204,comslave,False,Inactive
0x0205,517,Eingang 0x0205,comslave,False,Inactive
0x0206,518,Eingang 0x0206,comslave,False,Inactive
0x0207,519,Eingang 0x0207,comslave,False,Inactive
0x0208,520,Eingang 0x0208,comslave,False,Inactive
0x0209,521,Eingang 0x0209,comslave,False,Inactive
0x020A,522,Eingang 0x020A,comslave,False,Inactive
0x020B,523,Eingang 0x020B,comslave,False,Inactive
0x020C,524,Eingang 0x020C,comslave,False,Inactive
0x020D,525,Eingang 0x020D,comslave,False,Inactive
0x020E,526,Eingang 0x020E,comslave,False,Inactive
0x020F,527,Eingang 0x020F,comslave,False,Inactive
0x0210,528,Eingang 0x0210,comslave,False,Inactive
0x0211,529,Eingang 0x0211,comslave,False,Inactive
0x0212,530,Eingang 0x0212,comslave,False,Inactive
0x0213,531,Eingang 0x0213,comslave,False,Inactive
0x0214,532,Eingang 0x0214,comslave,False,Inactive
0x0215,533,Eingang 0x0215,comslave,False,Inactive
0x0216,534,Eingang 0x0216,comslave,False,Inactive
0x0217,535,Eingang 0x0217,comslave,False,Inactive
0x0218,536,Eingang 0x0218,comslave,False,Inactive
0x0219,537,Eingang 0x0219,comslave,False,Inactive
0x021A,538,Eingang 0x021A,comslave,False,Inactive
0x021B,539,Eingang 0x021B,comslave,False,Inactive
0x021C,540,Eingang 0x021C,comslave,False,Inactive
0x021D,541,Eingang 0x021D,comslave,False,Inactive
0x021E,542,Eingang 0x021E,comslave,False,Inactive
0x021F,543,Eingang 0x021F,comslave,False,Inactive
0x0220,544,Eingang 0x0220,comslave,False,Inactive
0x0221,545,Eingang 0x0221,comslave,False,Inactive
0x0222,546,Eingang 0x0222,comslave,False,Inactive
0x0223,547,Eingang 0x0223,comslave,False,Inactive
0x0224,548,Eingang 0x0224,comslave,False,Inactive
0x0225,549,Eingang 0x0225,comslave,False,Inactive
0x0226,550,Eingang 0x0226,comslave,False,Inactive
0x0227,551,Eingang 0x0227,comslave,False,Inactive
0x0228,552,Eingang 0x0228,comslave,False,Inactive
0x0229,553,Eingang 0x0229,comslave,False,Inactive
0x022A,554,Eingang 0x022A,comslave,False,Inactive
0x022B,555,Eingang 0x022B,comslave,False,Inactive
0x022C,556,Eingang 0x022C,comslave,False,Inactive
0x022D,557,Eingang 0x022D,comslave,False,Inactive
0x022E,558,Eingang 0x022E,comslave,False,Inactive
0x022F,559,Eingang 0x022F,comslave,False,Inactive
0x0230,560,Eingang 0x0230,comslave,False,Inactive
0x0231,561,Eingang 0x0231,comslave,False,Inactive
0x0232,562,Eingang 0x0232,comslave,False,Inactive
0x0233,563,Eingang 0x0233,comslave,False,Inactive
0x0234,564,Eingang 0x0234,comslave,False,Inactive
0x0235,565,Eingang 0x0235,comslave,False,Inactive
0x0236,566,Eingang 0x0236,comslave,False,Inactive
0x0237,567,Eingang 0x0237,comslave,False,Inactive
0x0238,568,Eingang 0x0238,comslave,False,Inactive
0x0239,569,Eingang 0x0239,comslave,False,Inactive
0x023A,570,Eingang 0x023A,comslave,False,Inactive
0x023B,571,Eingang 0x023B,comslave,False,Inactive
0x023C,572,Eingang 0x023C,comslave,False,Inactive
0x023D,573,Eingang 0x023D,comslave,False,Inactive
0x023E,574,Eingang 0x023E,comslave,False,Inactive
0x023F,575,Eingang 0x023F,comslave,False,Inactive
0x0240,576,Eingang 0x0240,comslave,False,Inactive
0x0241,577,Eingang 0x0241,comslave,False,Inactive
0x0242,578,Eingang 0x0242,comslave,False,Inactive
0x0243,579,Eingang 0x0243,comslave,False,Inactive
0x0244,580,Eingang 0x0244,comslave,False,Inactive
0x0245,581,Eingang 0x0245,comslave,False,Inactive
0x0246,582,Eingang 0x0246,comslave,False,Inactive
0x0247,583,Eingang 0x0247,comslave,False,Inactive
0x0248,584,Eingang 0x0248,comslave,False,Inactive
0x0249,585,Eingang 0x0249,comslave,False,Inactive
0x024A,586,Eingang 0x024A,comslave,False,Inactive
0x024B,587,Eingang 0x024B,comslave,False,Inactive
0x024C,588,Eingang 0x024C,comslave,False,Inactive
0x024D,589,Eingang 0x024D,comslave,False,Inactive
0x024E,590,Eingang 0x024E,comslave,False,Inactive
0x024F,591,Eingang 0x024F,comslave,False,Inactive
0x0250,592,Eingang 0x0250,comslave,False,Inactive
0x0251,593,Eingang 0x0251,comslave,False,Inactive
0x0252,594,Eingang 0x0252,comslave,False,Inactive
0x0253,595,Eingang 0x0253,comslave,False,Inactive
0x0254,596,Eingang 0x0254,comslave,False,Inactive
0x0255,597,Eingang 0x0255,comslave,False,Inactive
0x0256,598,Eingang 0x0256,comslave,False,Inactive
0x0257,599,Eingang 0x0257,comslave,False,Inactive
0x0258,600,Eingang 0x0258,comslave,False,Inactive
0x0259,601,Eingang 0x0259,comslave,False,Inactive
0x025A,602,Eingang 0x025A,comslave,False,Inactive
0x025B,603,Eingang 0x025B,comslave,False,Inactive
0x025C,604,Eingang 0x025C,comslave,False,Inactive
0x025D,605,Eingang 0x025D,comslave,False,Inactive
0x025E,606,Eingang 0x025E,comslave,False,Inactive
0x025F,607,Eingang 0x025F,comslave,False,Inactive
0x0260,608,Eingang 0x0260,comslave,False,Inactive
0x0261,609,Eingang 0x0261,comslave,False,Inactive
0x0262,610,Eingang 0x0262,comslave,False,Inactive
0x0263,611,Eingang 0x0263,comslave,False,Inactive
0x0264,612,Eingang 0x0264,comslave,False,Inactive
0x0265,613,Eingang 0x0265,comslave,False,Inactive
0x0266,614,Eingang 0x0266,comslave,False,Inactive
0x0267,615,Eingang 0x0267,comslave,False,Inactive
0x0268,616,Eingang 0x0268,comslave,False,Inactive
0x0269,617,Eingang 0x0269,comslave,False,Inactive
0x026A,618,Eingang 0x026A,comslave,False,Inactive
0x026B,619,Eingang 0x026B,comslave,False,Inactive
0x026C,620,Eingang 0x026C,comslave,False,Inactive
0x026D,621,Eingang 0x026D,comslave,False,Inactive
0x026E,622,Eingang 0x026E,comslave,False,Inactive
0x026F,623,Eingang 0x026F,comslave,False,Inactive
0x0270,624,Eingang 0x0270,comslave,False,Inactive
0x0271,625,Eingang 0x0271,comslave,False,Inactive
0x0272,626,Eingang 0x0272,comslave,False,Inactive
0x0273,627,Eingang 0x0273,comslave,False,Inactive
0x0274,628,Eingang 0x0274,comslave,False,Inactive
0x0275,629,Eingang 0x0275,comslave,False,Inactive
0x0276,630,Eingang 0x0276,comslave,False,Inactive
0x0277,631,Eingang 0x0277,comslave,False,Inactive
0x0278,632,Eingang 0x0278,comslave,False,Inactive
0x0279,633,Eingang 0x0279,comslave,False,Inactive
0x027A,634,Eingang 0x027A,comslave,False,Inactive
0x027B,635,Eingang 0x027B,comslave,False,Inactive
0x027C,636,Eingang 0x027C,comslave,False,Inactive
0x027D,637,Eingang 0x027D,comslave,False,Inactive
0x027E,638,Eingang 0x027E,comslave,False,Inactive
0x027F,639,Eingang 0x027F,comslave,False,Inactive
0x0280,640,Eingang 0x0280,comslave,False,Inactive
0x0281,641,Eingang 0x0281,comslave,False,Inactive
0x0282,642,Eingang 0x0282,comslave,False,Inactive
0x0283,643,Eingang 0x0283,comslave,False,Inactive
0x0284,644,Eingang 0x0284,comslave,False,Inactive
0x0285,645,Eingang 0x0285,comslave,False,Inactive
0x0286,646,Eingang 0x0286,comslave,False,Inactive
0x0287,647,Eingang 0x0287,comslave,False,Inactive
0x0288,648,Eingang 0x0288,comslave,False,Inactive
0x0289,649,Eingang 0x0289,comslave,False,Inactive
0x028A,650,Eingang 0x028A,comslave,False,Inactive
0x028B,651,Eingang 0x028B,comslave,False,Inactive
0x028C,652,Eingang 0x028C,comslave,False,Inactive
0x028D,653,Eingang 0x028D,comslave,False,Inactive
0x028E,654,Eingang 0x028E,comslave,False,Inactive
0x028F,655,Eingang 0x028F,comslave,False,Inactive
0x0290,656,Eingang 0x0290,comslave,False,Inactive
0x0291,657,Eingang 0x0291,comslave,False,Inactive
0x0292,658,Eingang 0x0292,comslave,False,Inactive
0x0293,659,Eingang 0x0293,comslave,False,Inactive
0x0294,660,Eingang 0x0294,comslave,False,Inactive
0x0295,661,Eingang 0x0295,comslave,False,Inactive
0x0296,662,Eingang 0x0296,comslave,False,Inactive
0x0297,663,Eingang 0x0297,comslave,False,Inactive
0x0298,664,Eingang 0x0298,comslave,False,Inactive
0x0299,665,Eingang 0x0299,comslave,False,Inactive
0x029A,666,Eingang 0x029A,comslave,False,Inactive
0x029B,667,Eingang 0x029B,comslave,False,Inactive
0x029C,668,Eingang 0x029C,comslave,False,Inactive
0x029D,669,Eingang 0x029D,comslave,False,Inactive
0x029E,670,Eingang 0x029E,comslave,False,Inactive
0x029F,671,Eingang 0x029F,comslave,False,Inactive
0x02A0,672,Eingang 0x02A0,comslave,False,Inactive
0x02A1,673,Eingang 0x02A1,comslave,False,Inactive
0x02A2,674,Eingang 0x02A2,comslave,False,Inactive
0x02A3,675,Eingang 0x02A3,comslave,False,Inactive
0x02A4,676,Eingang 0x02A4,comslave,False,Inactive
0x02A5,677,Eingang 0x02A5,comslave,False,Inactive
0x02A6,678,Eingang 0x02A6,comslave,False,Inactive
0x02A7,679,Eingang 0x02A7,comslave,False,Inactive
0x02A8,680,Eingang 0x02A8,comslave,False,Inactive
0x02A9,681,Eingang 0x02A9,comslave,False,Inactive
0x02AA,682,Eingang 0x02AA,comslave,False,Inactive
0x02AB,683,Eingang 0x02AB,comslave,False,Inactive
0x02AC,684,Eingang 0x02AC,comslave,False,Inactive
0x02AD,685,Eingang 0x02AD,comslave,False,Inactive
0x02AE,686,Eingang 0x02AE,comslave,False,Inactive
0x02AF,687,Eingang 0x02AF,comslave,False,Inactive
0x02B0,688,Eingang 0x02B0,comslave,False,Inactive
0x02B1,689,Eingang 0x02B1,comslave,False,Inactive
0x02B2,690,Eingang 0x02B2,comslave,False,Inactive
0x02B3,691,Eingang 0x02B3,comslave,False,Inactive
0x02B4,692,Eingang 0x02B4,comslave,False,Inactive
0x02B5,693,Eingang 0x02B5,comslave,False,Inactive
0x02B6,694,Eingang 0x02B6,comslave,False,Inactive
0x02B7,695,Eingang 0x02B7,comslave,False,Inactive
0x02B8,696,Eingang 0x02B8,comslave,False,Inactive
0x02B9,697,Eingang 0x02B9,comslave,False,Inactive
0x02BA,698,Eingang 0x02BA,comslave,False,Inactive
0x02BB,699,Eingang 0x02BB,comslave,False,Inactive
0x02BC,700,Eingang 0x02BC,comslave,False,Inactive
0x02BD,701,Eingang 0x02BD,comslave,False,Inactive
0x02BE,702,Eingang 0x02BE,comslave,False,Inactive
0x02BF,703,Eingang 0x02BF,comslave,False,Inactive
0x02C0,704,Eingang 0x02C0,comslave,False,Inactive
0x02C1,705,Eingang 0x02C1,comslave,False,Inactive
0x02C2,706,Eingang 0x02C2,comslave,False,Inactive
0x02C3,707,Eingang 0x02C3,comslave,False,Inactive
0x02C4,708,Eingang 0x02C4,comslave,False,Inactive
0x02C5,709,Eingang 0x02C5,comslave,False,Inactive
0x02C6,710,Eingang 0x02C6,comslave,False,Inactive
0x02C7,711,Eingang 0x02C7,comslave,False,Inactive
0x02C8,712,Eingang 0x02C8,comslave,False,Inactive
0x02C9,713,Eingang 0x02C9,comslave,False,Inactive
0x02CA,714,Eingang 0x02CA,comslave,False,Inactive
0x02CB,715,Eingang 0x02CB,comslave,False,Inactive
0x02CC,716,Eingang 0x02CC,comslave,False,Inactive
0x02CD,717,Eingang 0x02CD,comslave,False,Inactive
0x02CE,718,Eingang 0x02CE,comslave,False,Inactive
0x02CF,719,Eingang 0x02CF,comslave,False,Inactive
0x02D0,720,Eingang 0x02D0,comslave,False,Inactive
0x02D1,721,Eingang 0x02D1,comslave,False,Inactive
0x02D2,722,Eingang 0x02D2,comslave,False,Inactive
0x02D3,723,Eingang 0x02D3,comslave,False,Inactive
0x02D4,724,Eingang 0x02D4,comslave,False,Inactive
0x02D5,725,Eingang 0x02D5,comslave,False,Inactive
0x02D6,726,Eingang 0x02D6,comslave,False,Inactive
0x02D7,727,Eingang 0x02D7,comslave,False,Inactive
0x02D8,728,Eingang 0x02D8,comslave,False,Inactive
0x02D9,729,Eingang 0x02D9,comslave,False,Inactive
0x02DA,730,Eingang 0x02DA,comslave,False,Inactive
0x02DB,731,Eingang 0x02DB,comslave,False,Inactive
0x02DC,732,Eingang 0x02DC,comslave,False,Inactive
0x02DD,733,Eingang 0x02DD,comslave,False,Inactive
0x02DE,734,Eingang 0x02DE,comslave,False,Inactive
0x02DF,735,Eingang 0x02DF,comslave,False,Inactive
0x02E0,736,Eingang 0x02E0,comslave,False,Inactive
0x02E1,737,Eingang 0x02E1,comslave,False,Inactive
0x02E2,738,Eingang 0x02E2,comslave,False,Inactive
0x02E3,739,Eingang 0x02E3,comslave,False,Inactive
0x02E4,740,Eingang 0x02E4,comslave,False,Inactive
0x02E5,741,Eingang 0x02E5,comslave,False,Inactive
0x02E6,742,Eingang 0x02E6,comslave,False,Inactive
0x02E7,743,Eingang 0x02E7,comslave,False,Inactive
0x02E8,744,Eingang 0x02E8,comslave,False,Inactive
0x02E9,745,Eingang 0x02E9,comslave,False,Inactive
0x02EA,746,Eingang 0x02EA,comslave,False,Inactive
0x02EB,747,Eingang 0x02EB,comslave,False,Inactive
0x02EC,748,Eingang 0x02EC,comslave,False,Inactive
0x02ED,749,Eingang 0x02ED,comslave,False,Inactive
0x02EE,750,Eingang 0x02EE,comslave,False,Inactive
0x02EF,751,Eingang 0x02EF,comslave,False,Inactive
0x02F0,752,Eingang 0x02F0,comslave,False,Inactive
0x02F1,753,Eingang 0x02F1,comslave,False,Inactive
0x02F2,754,Eingang 0x02F2,comslave,False,Inactive
0x02F3,755,Eingang 0x02F3,comslave,False,Inactive
0x02F4,756,Eingang 0x02F4,comslave,False,Inactive
0x02F5,757,Eingang 0x02F5,comslave,False,Inactive
0x02F6,758,Eingang 0x02F6,comslave,False,Inactive
0x02F7,759,Eingang 0x02F7,comslave,False,Inactive
0x02F8,760,Eingang 0x02F8,comslave,False,Inactive
0x02F9,761,Eingang 0x02F9,comslave,False,Inactive
0x02FA,762,Eingang 0x02FA,comslave,False,Inactive
0x02FB,763,Eingang 0x02FB,comslave,False,Inactive
0x02FC,764,Eingang 0x02FC,comslave,False,Inactive
0x02FD,765,Eingang 0x02FD,comslave,False,Inactive
0x02FE,766,Eingang 0x02FE,comslave,False,Inactive
0x02FF,767,Eingang 0x02FF,comslave,False,Inactive
0x0300,768,Eingang 0x0300,comslave,False,Inactive
0x0301,769,Eingang 0x0301,comslave,False,Inactive
0x0302,770,Eingang 0x0302,comslave,False,Inactive
0x0303,771,Eingang 0x0303,comslave,False,Inactive
0x0304,772,Eingang 0x0304,comslave,False,Inactive
0x0305,773,Eingang 0x0305,comslave,False,Inactive
0x0306,774,Eingang 0x0306,comslave,False,Inactive
0x0307,775,Eingang 0x0307,comslave,False,Inactive
0x0308,776,Eingang 0x0308,comslave,False,Inactive
0x0309,777,Eingang 0x0309,comslave,False,Inactive
0x030A,778,Eingang 0x030A,comslave,False,Inactive
0x030B,779,Eingang 0x030B,comslave,False,Inactive
0x030C,780,Eingang 0x030C,comslave,False,Inactive
0x030D,781,Eingang 0x030D,comslave,False,Inactive
0x030E,782,Eingang 0x030E,comslave,False,Inactive
0x030F,783,Eingang 0x030F,comslave,False,Inactive
0x0310,784,Eingang 0x0310,comslave,False,Inactive
0x0311,785,Eingang 0x0311,comslave,False,Inactive
0x0312,786,Eingang 0x0312,comslave,False,Inactive
0x0313,787,Eingang 0x0313,comslave,False,Inactive
0x0314,788,Eingang 0x0314,comslave,False,Inactive
0x0315,789,Eingang 0x0315,comslave,False,Inactive
0x0316,790,Eingang 0x0316,comslave,False,Inactive
0x0317,791,Eingang 0x0317,comslave,False,Inactive
0x0318,792,Eingang 0x0318,comslave,False,Inactive
0x0319,793,Eingang 0x0319,comslave,False,Inactive
0x031A,794,Eingang 0x031A,comslave,False,Inactive
0x031B,795,Eingang 0x031B,comslave,False,Inactive
0x031C,796,Eingang 0x031C,comslave,False,Inactive
0x031D,797,Eingang 0x031D,comslave,False,Inactive
0x031E,798,Eingang 0x031E,comslave,False,Inactive
0x031F,799,Eingang 0x031F,comslave,False,Inactive
0x0320,800,Eingang 0x0320,comslave,False,Inactive
0x0321,801,Eingang 0x0321,comslave,False,Inactive
0x0322,802,Eingang 0x0322,comslave,False,Inactive
0x0323,803,Eingang 0x0323,comslave,False,Inactive
0x0324,804,Eingang 0x0324,comslave,False,Inactive
0x0325,805,Eingang 0x0325,comslave,False,Inactive
0x0326,806,Eingang 0x0326,comslave,False,Inactive
0x0327,807,Eingang 0x0327,comslave,False,Inactive
0x0328,808,Eingang 0x0328,comslave,False,Inactive
0x0329,809,Eingang 0x0329,comslave,False,Inactive
0x032A,810,Eingang 0x032A,comslave,False,Inactive
0x032B,811,Eingang 0x032B,comslave,False,Inactive
0x032C,812,Eingang 0x032C,comslave,False,Inactive
0x032D,813,Eingang 0x032D,comslave,False,Inactive
0x032E,814,Eingang 0x032E,comslave,False,Inactive
0x032F,815,Eingang 0x032F,comslave,False,Inactive
0x0330,816,Eingang 0x0330,comslave,False,Inactive
0x0331,817,Eingang 0x0331,comslave,False,Inactive
0x0332,818,Eingang 0x0332,comslave,False,Inactive
0x0333,819,Eingang 0x0333,comslave,False,Inactive
0x0334,820,Eingang 0x0334,comslave,False,Inactive
0x0335,821,Eingang 0x0335,comslave,False,Inactive
0x0336,822,Eingang 0x0336,comslave,False,Inactive
0x0337,823,Eingang 0x0337,comslave,False,Inactive
0x0338,824,Eingang 0x0338,comslave,False,Inactive
0x0339,825,Eingang 0x0339,comslave,False,Inactive
0x033A,826,Eingang 0x033A,comslave,False,Inactive
0x033B,827,Eingang 0x033B,comslave,False,Inactive
0x033C,828,Eingang 0x033C,comslave,False,Inactive
0x033D,829,Eingang 0x033D,comslave,False,Inactive
0x033E,830,Eingang 0x033E,comslave,False,Inactive
0x033F,831,Eingang 0x033F,comslave,False,Inactive
0x0340,832,Eingang 0x0340,comslave,False,Inactive
0x0341,833,Eingang 0x0341,comslave,False,Inactive
0x0342,834,Eingang 0x0342,comslave,False,Inactive
0x0343,835,Eingang 0x0343,comslave,False,Inactive
0x0344,836,Eingang 0x0344,comslave,False,Inactive
0x0345,837,Eingang 0x0345,comslave,False,Inactive
0x0346,838,Eingang 0x0346,comslave,False,Inactive
0x0347,839,Eingang 0x0347,comslave,False,Inactive
0x0348,840,Eingang 0x0348,comslave,False,Inactive
0x0349,841,Eingang 0x0349,comslave,False,Inactive
0x034A,842,Eingang 0x034A,comslave,False,Inactive
0x034B,843,Eingang 0x034B,comslave,False,Inactive
0x034C,844,Eingang 0x034C,comslave,False,Inactive
0x034D,845,Eingang 0x034D,comslave,False,Inactive
0x034E,846,Eingang 0x034E,comslave,False,Inactive
0x034F,847,Eingang 0x034F,comslave,False,Inactive
0x0350,848,Eingang 0x0350,comslave,False,Inactive
0x0351,849,Eingang 0x0351,comslave,False,Inactive
0x0352,850,Eingang 0x0352,comslave,False,Inactive
0x0353,851,Eingang 0x0353,comslave,False,Inactive
0x0354,852,Eingang 0x0354,comslave,False,Inactive
0x0355,853,Eingang 0x0355,comslave,False,Inactive
0x0356,854,Eingang 0x0356,comslave,False,Inactive
0x0357,855,Eingang 0x0357,comslave,False,Inactive
0x0358,856,Eingang 0x0358,comslave,False,Inactive
0x0359,857,Eingang 0x0359,comslave,False,Inactive
0x035A,858,Eingang 0x035A,comslave,False,Inactive
0x035B,859,Eingang 0x035B,comslave,False,Inactive
0x035C,860,Eingang 0x035C,comslave,False,Inactive
0x035D,861,Eingang 0x035D,comslave,False,Inactive
0x035E,862,Eingang 0x035E,comslave,False,Inactive
0x035F,863,Eingang 0x035F,comslave,False,Inactive
0x0360,864,Eingang 0x0360,comslave,False,Inactive
0x0361,865,Eingang 0x0361,comslave,False,Inactive
0x0362,866,Eingang 0x0362,comslave,False,Inactive
0x0363,867,Eingang 0x0363,comslave,False,Inactive
0x0364,868,Eingang 0x0364,comslave,False,Inactive
0x0365,869,Eingang 0x0365,comslave,False,Inactive
0x0366,870,Eingang 0x0366,comslave,False,Inactive
0x0367,871,Eingang 0x0367,comslave,False,Inactive
0x0368,872,Eingang 0x0368,comslave,False,Inactive
0x0369,873,Eingang 0x0369,comslave,False,Inactive
0x036A,874,Eingang 0x036A,comslave,False,Inactive
0x036B,875,Eingang 0x036B,comslave,False,Inactive
0x036C,876,Eingang 0x036C,comslave,False,Inactive
0x036D,877,Eingang 0x036D,comslave,False,Inactive
0x036E,878,Eingang 0x036E,comslave,False,Inactive
0x036F,879,Eingang 0x036F,comslave,False,Inactive
0x0370,880,Eingang 0x0370,comslave,False,Inactive
0x0371,881,Eingang 0x0371,comslave,False,Inactive
0x0372,882,Eingang 0x0372,comslave,False,Inactive
0x0373,883,Eingang 0x0373,comslave,False,Inactive
0x0374,884,Eingang 0x0374,comslave,False,Inactive
0x0375,885,Eingang 0x0375,comslave,False,Inactive
